affiliation,num_papers,num_authors,is_chinese_affiliation
"Tencent AI Lab, Bellevue",3,9,True
SII; GAIR,3,7,False
"NVIDIA, USA",3,11,False
"School of Computer Science and Technology, Beijing Jiaotong University, Beijing, China",3,9,True
"Huawei, China",3,19,True
MATS,3,4,False
Pika Labs,3,3,False
NVIDIA; Boston University,3,1,False
"University of Montreal, Canada",3,2,False
NVIDIA; Caltech,3,2,False
"Ping An Technology (Shenzhen) Co., Ltd.",3,9,True
"Tongji University, Shanghai, China",3,5,True
"Government Technology Agency, Singapore",3,3,False
"QUVA Lab, University of Amsterdam",3,4,False
"Advanced Micro Devices, Inc. (AMD)",3,10,False
Advanced Micro Devices,3,1,False
Adobe; UCLA,3,1,False
"University of Copenhagen, Denmark",3,5,False
"Tsinghua University; Kolors Team, Kuaishou Technology",3,2,True
Shanghai AI Laboratory; The Chinese University of Hong Kong; CPII under InnoHK,3,1,True
"School of Computer Science and Engineering, Nanyang Technological University, Singapore",3,2,False
"Statistics Program, KAUST",3,1,False
Shanghai Qi Zhi Institute,3,6,True
ETH Zurich; Microsoft,3,1,False
"NVIDIA, Israel",3,7,False
"Skywork AI, Kunlun Inc",3,22,False
Shanghai Jiao Tong University; Shanghai AI Lab,3,3,True
"MAIS, Institute of Automation, Chinese Academy of Sciences, China; School of Artificial Intelligence, University of Chinese Academy of Sciences, China",3,7,True
HKUST (GZ); HKUST,3,6,False
Character AI,3,3,False
"Shanghai Jiao Tong University; OpenGVLab, Shanghai AI Laboratory",3,2,True
"Department of Computer Science, University of Illinois at Urbana-Champaign",3,8,False
"Graduate School of AI, KAIST",3,7,False
Shanghai Jiao Tong University; SII,3,3,True
"School of Software Technology, Zhejiang University",3,2,True
University of Freiburg,3,4,False
NKU,3,4,False
"Tsinghua University; Kling Team, Kuaishou Technology",3,3,True
"Centre for Digital Music, Queen Mary University of London, London, UK",3,3,False
"Shanghai Jiaotong University, Shanghai, China",3,3,True
"Department of Computer Science, University of Copenhagen, Copenhagen, Denmark",3,5,False
Politecnico di Torino,3,3,False
Ludwig Maximilian University of Munich,3,1,False
"Department of Computer Science, Tsinghua University",3,17,True
Georgetown University,3,3,False
"NLPR, MAIS, Institute of Automation, Chinese Academy of Sciences; University of Chinese Academy of Sciences",3,5,True
Tencent AI Lab; University of Virginia,3,1,True
"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",3,7,True
"Inria, École normale supérieure, CNRS, PSL Research University",3,3,False
Tsinghua,3,1,True
Snap Inc.; KAUST,3,2,False
Shanghai Jiaotong University; Shanghai Artificial Intelligence Laboratory,3,3,True
"Department of Computer Science, Rutgers University",3,19,False
SmartMore; HKUST,3,1,False
Snap Inc.; Northeastern University,3,3,False
ENS Paris-Saclay,3,2,False
Lobachevsky State University of Nizhny Novgorod,3,1,False
"Lyle School of Engineering, Southern Methodist University, Dallas, TX 75205",3,4,False
Guangming Laboratory,3,1,False
"Meta, FAIR",3,2,False
University of Liège,3,4,False
Trillion Labs,3,3,False
Carnegie Mellon University; MBZUAI,3,3,False
Insta360 Research,3,4,False
"Center for Advanced AI, Accenture",3,13,False
SUSTech,3,3,False
Amazon FAR (Frontier AI & Robotics),3,11,False
"University of Maryland, College Park; Meta",3,2,False
"School of Computer Science and Engineering, The Hebrew University of Jerusalem, Israel",3,7,False
"EPFL, Lausanne, Switzerland",3,4,False
Tencent AI Lab; University of Notre Dame,3,1,True
Carnegie Mellon University; Peking University,3,3,True
Tencent AI Lab; Tsinghua University,3,3,True
Snap Inc,3,11,False
First Intelligence,3,7,False
Gensyn,3,5,False
Shanghai Jiao Tong University; University of Michigan,3,3,True
Tencent AI Lab; The Chinese University of Hong Kong,3,4,True
PolyU; GAIR,3,1,False
Lomonosov Moscow State University,3,11,False
Amazon AGI Foundations,3,16,False
Carnegie Mellon University; Microsoft Research,3,2,False
George Mason University,3,6,False
"Department of Computer Science, Stanford University, Stanford, CA, USA",3,18,False
SmartMore,3,1,False
"Huawei Noah’s Ark Lab, London, UK",3,10,True
"Carnegie Mellon University, Pittsburgh, USA",3,4,False
"Department of Computer Science, University of California, Los Angeles, CA 90095, USA",3,6,False
Xiaohongshu Inc,3,8,False
North Carolina State University,3,3,False
KTH Royal Institute of Technology,3,3,False
ELLIS Institute Tübingen; Max Planck Institute for Intelligent Systems,3,2,False
Huawei Noah’s Ark Lab; UCL Centre for Artificial Intelligence,3,1,True
ELLIS Institute Tübingen; MPI-IS Tübingen,3,1,False
"University of Michigan, USA",3,4,False
KTH,3,3,False
"Department of Computer Science, Hong Kong Baptist University",3,5,False
"ELLIS Institute Tübingen, Max Planck Institute for Intelligent Systems, Tübingen AI Center",3,1,False
Meta Reality Labs; Carnegie Mellon University,3,2,False
"University of Illinois Urbana-Champaign, USA",3,10,False
Capital University of Economics and Business,3,1,False
"University of Maryland, College Park; Capital One",3,1,False
Princeton University; ByteDance Seed,3,1,True
Xiaomi EV,3,13,True
Skywork AI; National University of Singapore,3,1,False
University of Illinois Urbana Champaign,3,17,False
Grammarly,3,2,False
XiaoduoAI,3,9,False
"Princeton Language and Intelligence, Princeton University",3,12,False
"School of Computer Science and Engineering, Sun Yat-sen University, China",3,8,True
"University of Illinois, Urbana-Champaign",3,8,False
Allen Institute for Artificial Intelligence; Carnegie Mellon University,3,3,False
Huawei Noah’s Ark Lab; HKUST,3,3,True
StepFun Inc.,3,7,False
"Prescient Design, Genentech",3,15,False
Prime Intellect,3,8,False
Amazon Nova Responsible AI,3,14,False
"School of Electrical and Computer Engineering, Ben-Gurion University of the Negev, Beersheba, Israel",3,1,False
"Georgia Institute of Technology, USA",3,6,False
"SKLCCSE, Institute of Artificial Intelligence, Beihang University, Beijing, China",3,6,True
Allen Institute for AI; Carnegie Mellon University,3,4,False
"Department of Computer Science, National Yang Ming Chiao Tung University",3,3,False
Snap Inc.; University of Trento,3,1,False
"SKL-IOTSC, CIS, University of Macau",3,3,False
"Department of Computer Science, National University of Singapore",3,7,False
University of Memphis,3,2,False
Meta Superintelligence Labs; Johns Hopkins University,3,2,False
INSAIT,3,3,False
"Tencent ARC Lab, China",3,4,True
"Microsoft Azure AI, Redmond, Washington",3,6,False
Twelve Labs,3,3,False
"New York University, New York, NY, USA",3,4,False
D-Robotics,3,3,False
TapTap,3,1,False
Universitat Pompeu Fabra,3,6,False
MIT; SJTU,3,1,True
Zhipu AI & Tsinghua University,3,3,True
"Zhipu AI; The Knowledge Engineering Group (KEG), Tsinghua University",3,4,True
Nanyang Technological University; ByteDance Seed,3,2,True
"AI Lab, Princeton University",3,9,False
Red Hat AI,3,4,False
Max Planck Institute for Informatics,3,5,False
Dell Technologies,3,2,False
"School of Computer Science, Shanghai Jiao Tong University; Zhongguancun Academy",3,1,True
"Cornell University, USA",3,4,False
Squirrel AI Learning,3,1,False
Reichman University,3,2,False
"Institute for Infocomm Research, A*STAR",3,6,False
"Southern University of Science and Technology, Shenzhen, China",3,8,True
Zhongguancun Academy; Zhongguancun Institute of Artificial Intelligence,3,3,False
Zhongguancun Laboratory,3,3,False
"MMLab, CUHK, Hong Kong SAR",3,6,False
Zoom Communications,3,12,False
DeepSeek-AI; Peking University,3,4,True
Unity Technologies,3,6,False
Southwest Minzu University,3,13,False
MIT; Microsoft,3,1,False
Reallm Labs,3,3,False
"IIIT Delhi, India",3,1,False
Zhejiang University; Westlake University; Ant Group,3,2,True
"Johannes Gutenberg University Mainz, Germany; University of Colorado Boulder, USA",3,1,False
MIT-IBM,3,5,False
"Johannes Gutenberg University Mainz, Germany",3,2,False
EverEx,3,4,False
"Zhejiang University; State Key Lab. for Novel Software Technology, Nanjing University, P.R. China",3,1,True
"Department of Automation, Tsinghua University, Beijing, China",3,6,True
SenseTime Research; Nanyang Technological University,3,3,True
Computer Vision Center,3,4,False
Max Planck Institute for Intelligent Systems; ELLIS Institute Tübingen,3,1,False
"IIIT Hyderabad, India",3,5,False
Reactive AI,3,1,False
"SenseTime Research, China",3,8,True
"Institute of Artificial Intelligence, Huazhong University of Science & Technology; School of EIC, Huazhong University of Science & Technology",3,2,True
"IAIR, Xi’an Jiaotong University; Microsoft Research Asia",3,3,False
"Department of Artificial Intelligence, Chung-Ang University",3,8,False
Concordia University; Mila-Quebec AI Institute,3,3,False
IBM,3,7,False
"Institute for Artificial Intelligence, Peking University; State Key Laboratory of General Artificial Intelligence, BIGAI",3,1,True
MIT; Improbable AI Lab,3,6,False
UC Santa Cruz; UC Santa Barbara,3,2,False
National University of Singapore; Sea AI Lab,3,4,False
MIT; MIT-IBM Watson AI Lab,3,2,False
Renmin University of China; ByteDance Seed,3,3,True
FPT Software AI Center,3,8,False
International Digital Economy Academy (IDEA); South China University of Technology,3,4,True
UCSC,3,3,False
A*STAR,3,8,False
UMass Amherst and MIT-IBM Watson AI Lab,3,1,False
UVA,3,5,False
UMass Amherst; MIT-IBM Watson AI Lab,3,1,False
UT Southwestern Medical Center,3,6,False
National Institute of Advanced Industrial Science and Technology (AIST),3,4,False
T-Tech; Moscow Institute of Physics and Technology,3,2,False
TTIC,3,3,False
UNC Chapel Hill; Nanyang Technological University,3,1,False
Macquarie University,3,3,False
"School of Computing Technologies, Royal Melbourne Institute of Technology, Australia",3,1,False
Sea AI Lab; Singapore Management University,3,1,False
USYD,3,3,False
Dalian University of Technology; Beijing Academy of Artificial Intelligence,3,1,True
"Data Science and AI Laboratory, ECE, Seoul National University",3,5,False
Google DeepMind; University of Washington,3,3,False
IDEA,3,2,False
2,3,15,False
JD.com,3,4,True
Shanghai Artificial Intelligence Laboratory; Monash University,3,3,True
IDEAS NCBR; University of Warsaw,3,10,False
École polytechnique,3,4,False
"MThreads, Inc.",3,1,False
"National Engineering Research Center for Software Engineering, Peking University, Beijing, China",3,2,True
FAIR at Meta; University of Washington,3,5,False
DatologyAI,3,3,False
FAIR at Meta; New York University,3,6,False
"Google LLC, USA",3,18,False
Shanghai Artificial Intelligence Laboratory; Zhejiang University,3,5,True
"DAMO Academy, Alibaba Group, Hangzhou, China; Hupan Lab, Hangzhou, China",3,4,True
TU Munich; MCML,3,5,False
"Massachusetts Institute of Technology, Cambridge, MA",3,4,False
"DAMO Academy, Alibaba Group, Singapore; Nanyang Technological University, Singapore",3,3,True
DeepSeek AI,3,7,False
Nara Institute of Science and Technology,3,2,False
"DAMO Academy, Alibaba Group; Hupan Lab, 310023, Hangzhou, China",3,3,True
DeepReinforce Team,3,6,False
"School of Computer Science, Wuhan University",3,9,True
"School of Computing, National University of Singapore, Singapore",3,5,False
"Nara Institute of Science and Technology, Japan",3,5,False
"MMLab, CUHK; Tencent Hunyuan",3,1,True
James Silberrad Brown Center for Artificial Intelligence,3,2,False
eBay,3,7,False
eBay Inc.,3,14,False
FAIR at Meta; University College London,3,3,False
DEVCOM ARL,3,3,False
"School of Computer Technology and Application, Qinghai University, Xining, China",3,5,True
"Rochester Institute of Technology, Rochester, NY, USA",3,4,False
"MarcoPolo Team, Alibaba International Digital Commerce",3,21,True
Shanghai Innovation Institute; University of Science and Technology of China,3,4,True
McGill University & MILA,3,3,False
"AIRI, Moscow, Russia; MIPT, Dolgoprudny, Russia",3,3,False
Sun Yat-sen University; Shanghai AI Laboratory,3,2,True
Google; TU Munich,3,1,False
Adelaide University,3,7,False
GigaAI; Peking University,3,2,True
"School of Computer Science and Technology, Xi’an Jiaotong University, China; MOE KLINNS Lab, Xi’an Jiaotong University, China",3,3,True
"Shanghai Jiao Tong University; Eastern Institute of Technology, Ningbo",3,2,True
SF Technology,3,3,False
Technion; NVIDIA,3,2,False
"ZIP Lab, Zhejiang University",3,7,True
Abaka AI,3,1,False
Florida International University,3,2,False
QuantaAlpha; PKU,3,2,True
KAIST AI; LG AI Research,3,3,False
Technion – Israel Institute of Technology; NVIDIA,3,2,False
"Typhoon, SCB 10X",3,9,False
Aalborg University,3,2,False
"Department of Computer Science and Engineering, Bangladesh University of Engineering and Technology (BUET)",3,4,False
NVIDIA; Vector Institute; University of Toronto,3,4,False
"University of California, Riverside",3,8,False
AXXX; MIRIAI,3,3,False
"School of Computer Science, Carnegie Mellon University",3,10,False
EleutherAI; Recursal AI,3,3,False
"Soochow University, China",3,2,True
"Shanghai Jiao Tong University, Shanghai, China; Shanghai Artificial Intelligence Laboratory, Shanghai, China",3,11,True
"University of Central Florida, Orlando, USA",3,8,False
Tsinghua University; Zhipu AI,3,7,True
Meta AI; Carnegie Mellon University,3,3,False
"Adobe Research, San Jose, USA",3,3,False
"School of Computer Science and Technology, Soochow University; Qwen DianJin Team, Alibaba Cloud Computing",3,2,True
"York University, Canada",3,8,False
"Chongqing University, Chongqing, China",3,1,True
East China University of Science and Technology,3,4,True
"Chung-Ang University, Seoul, Korea",3,10,False
"Qatar Computing Research Institute, Doha, Qatar",3,8,False
Cisco AI Research,3,2,False
NVIDIA; Technion,3,2,False
"Adobe Research, UK",3,3,False
"Adobe Research, Seattle, WA, USA",3,5,False
"City College of New York, City University of New York, USA",3,1,False
"Stanford University, Stanford, CA, USA",3,6,False
"Adobe Research, San Francisco, CA, USA",3,7,False
MBZUAI; Australian National University,3,1,False
"KAIST, Visual Media Lab",3,5,False
"City University of Hong Kong, Hong Kong, China",3,5,True
Sony AI; Sony Group Corporation,3,1,False
NVIDIA; UCSD,3,4,False
"University of Chinese Academy of Sciences, Beijing, China",3,4,True
MBZUAI; CMU,3,2,False
CityUHK,3,3,False
Tsinghua University; VAST,3,3,True
Zendesk,3,1,False
EleutherAI; Tano Labs,3,1,False
"Tübingen AI Center, University of Tübingen; University of Cambridge",3,1,False
AIRI; Moscow Institute of Physics and Technology,3,2,False
UC Berkeley; ICSI,3,1,False
UC Berkeley; ICSI; LBNL,3,1,False
"University of British Columbia, Canada",3,4,False
McMaster University,3,8,False
RIKEN AIP; The University of Tokyo,3,2,False
Comcast Applied AI,3,3,False
RIT,3,1,False
Sensetime,3,4,True
"Sorbonne Université, CNRS, ISIR, F-75005 Paris, France",3,3,False
IDEAS NCBR,3,3,False
UC Berkeley; NVIDIA,3,3,False
Equall,3,12,False
"CompVis @ LMU Munich, MCML",3,10,False
McGill University; Mila – Quebec AI Institute,3,7,False
"Zhejiang University; DAMO Academy, Alibaba Group",3,4,True
University of Bath; National University Philippines,3,1,False
AIRI; MIPT,3,3,False
AIRI; Lomonosov Moscow State University,3,2,False
"Google DeepMind, London, United Kingdom",3,13,False
University of Auckland,3,2,False
UC Berkeley; UCSF,3,1,False
"Hunyuan Team, Tencent",3,38,True
UC Berkeley; HKU,3,1,False
"MIT CSAIL, USA",3,5,False
"MICS, CentraleSupelec, Université Paris-Saclay",3,2,False
"ARC Lab, Tencent PCG; Tencent AI Lab",3,2,True
"Neural Networks and Deep Learning Lab, MIPT, Dolgoprudny, Russia",3,2,False
"School of Data Science, The Chinese University of Hong Kong, Shenzhen",3,10,True
"School of Computer Science, Fudan University; Shanghai AI Laboratory",3,5,True
"College of Computer Science, Nankai University",3,5,True
"Queen’s University, Kingston, ON, Canada",3,5,False
MILA,3,5,False
"College of Computing and Data Science, Nanyang Technological University, Singapore",3,3,False
Netmind.ai,3,1,False
"Soochow University, Suzhou, China",3,6,True
"ARC Lab, Tencent PCG; Tsinghua University",3,3,True
"Meituan Group, Beijing, China",3,10,True
AIWaves,3,1,False
"University of California, Berkeley, USA",3,5,False
University of California – San Diego,3,4,False
"MIPG, Communication University of China",3,3,True
Sorbonne University,3,2,False
Nanjing University of Posts and Telecommunications,3,3,True
"Zhejiang University, China; Shanghai AI Laboratory, China",3,1,True
Netflix Eyeline Studios,3,8,False
"Nanjing University, Nanjing, China",3,10,True
MediaTek Research; National Taiwan University,3,3,False
Columbia,3,4,False
Picsart AI Research (PAIR),3,10,False
University of Zaragoza,3,2,False
Samsung SAIL Montréal,3,4,False
"State Key Laboratory of Novel Software Technology, Nanjing University, China",3,11,True
"The University of Hong Kong, Hong Kong",3,9,False
"Klear Team, Kuaishou Technology",3,16,False
Hillbot,3,1,False
"University of Texas at Austin, USA",3,3,False
"Imperial College London, London, UK",3,2,False
King’s College London; The Alan Turing Institute,3,2,False
"State Key Laboratory of Multimedia Information Processing, Peking University",3,8,True
"Auburn University, USA",3,3,False
Shanghai AI Lab; CUHK,3,3,True
Simular Research,3,10,False
HistAI,3,3,False
"King’s College London, UK; The Alan Turing Institute, UK",3,1,False
"Shenzhen Graduate School, Peking University",3,8,True
"Institute of Parallel and Distributed Systems (IPADS), Shanghai Jiao Tong University",3,16,True
Peking University; ByteDance Seed,3,3,True
"Shanghai AI Laboratory; S-Lab, Nanyang Technological University",3,2,True
"University of Stuttgart, Germany",3,6,False
OneLineAI,3,2,False
"State Key Laboratory of Multimedia Information Processing, School of Computer Science, Peking University; Beijing Academy of Artificial Intelligence",3,10,True
"School of Artificial Intelligence, University of Chinese Academy of Sciences; Institute of Automation, Chinese Academy of Sciences",3,13,True
La Trobe University,3,4,False
"Australian Institute for Machine Learning, The University of Adelaide",3,7,False
"The Chinese University of Hong Kong, Shenzhen; Qwen Team, Alibaba Inc.",3,1,True
The University of Adelaide,3,4,False
"The University of Adelaide, Australia",3,1,False
"OpenDataLab, Shanghai Artificial Intelligence Laboratory",3,9,True
The University of British Columbia,3,4,False
The University of British Columbia & Invertible AI,3,5,False
Shanghai AI Lab; SII,3,2,True
VIVO,3,6,True
"Indian Institute of Technology Patna, India",3,9,False
Simon Fraser University; University of Toronto,3,1,False
"Dept. of Comp. Sci. & Tech., Institute for AI, Tsinghua University, Beijing, China",3,11,True
VUNO Inc.,3,5,False
"University of Toronto, Canada",3,3,False
Shanghai AI Lab; Fudan University,3,1,True
"Integrated Vision and Language Lab, KAIST, South Korea",3,4,False
"Department of Electronic Engineering, BNRist, Tsinghua University, Beijing, China",3,19,True
"University of Texas, Austin",3,4,False
Kling Team; PKU,3,1,True
"Peking University, Shenzhen Graduate School; Peng Cheng Laboratory",3,1,True
"State Key Laboratory of Multimedia Information Processing, School of Computer Science, Peking University; LLM-Core Xiaomi",3,6,True
Samsung R&D Institute UK,3,4,False
ByteDance Seed; SIA-Lab of Tsinghua AIR and ByteDance Seed,3,3,True
"Tencent, Shenzhen, China",3,9,True
Peking University; Pengcheng Laboratory,3,3,True
"Intelligence Healthcare Department, AntGroup, Hangzhou, China",3,17,True
University of Science and Technology of China; Microsoft Research Asia,3,5,True
"Gaoling School of Artificial Intelligence, Renmin University of China; Beijing Key Laboratory of Research on Large Models and Intelligent Governance",3,3,True
"Music X Lab, MBZUAI",3,2,False
Bytedance China,3,6,True
Bytedance Inc,3,27,True
"Khalifa University of Science and Technology, Abu Dhabi, UAE",3,1,False
ITMO University,3,2,False
OPPO US Research Center,3,6,True
"Hong Kong University of Science and Technology, Hong Kong, China",3,9,True
"School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University",3,6,True
Peking University; Shanghai AI Laboratory,3,4,True
"C4DM, Queen Mary University of London",3,2,False
InfiX.ai,3,4,False
"Tencent, China",3,6,True
"LeapLab, Tsinghua University",3,8,True
University of Science and Technology of China; Alibaba Group,3,2,True
University of Science and Technology of China; Shanghai Innovation Institute,3,4,True
Argonne National Laboratory,3,6,False
"Illuin Technology; CentraleSupélec, Paris-Saclay",3,2,False
"Multimedia Lab, The Chinese University of Hong Kong",3,3,True
"Singapore Management University, Singapore",3,6,False
University of Southern California; Allen Institute for Artificial Intelligence,3,1,False
Samsung Medical Center,3,5,False
The University of Hong Kong; Shanghai AI Lab,3,3,True
"Diabolocom; MICS, CentraleSupelec, Université Paris-Saclay",3,1,False
The University of Hong Kong; Shanghai Artificial Intelligence Laboratory,3,3,True
ByteDance Seed; Zhejiang University,3,4,True
"Gaoling School of AI, Renmin University of China; Beijing Key Laboratory of Research on Large Models and Intelligent Governance; Engineering Research Center of Next-Generation Intelligent Search and Recommendation, MOE",3,9,True
The University of Hong Kong; University of Wisconsin-Madison,3,1,False
"Language Technologies Institute, Carnegie Mellon University, USA",3,2,False
Lambda,3,3,False
Intellifusion Inc.,3,8,False
"ByteDance, China",3,3,True
Kinetix AI,3,19,False
"Lambda, Inc",3,1,False
"Artefact Research Center; MICS, CentraleSupelec, Université Paris-Saclay",3,1,False
Artefact Research Center,3,1,False
"Visual Geometry Group, University of Oxford; Meta AI",3,4,False
"The Chinese University of Hong Kong, Shenzhen; Shenzhen Loop Area Institute",3,4,True
"Dept. of Comp. Sci. & Tech., BNRist Center, THU-Bosch ML Center, Tsinghua University; ShengShu",3,5,True
"Simon Fraser University, Canada",3,6,False
Kuaishou Technology; Tsinghua University,3,2,True
"The Hong Kong University of Science and Technology, Guangzhou",3,3,True
Kunlun Inc.,3,5,False
The FinAI,3,16,False
"LIGM, Ecole des Ponts, Univ Gustave Eiffel, CNRS, France",3,2,False
Mila; Microsoft Research,3,1,False
"Institute of Software, Chinese Academy of Sciences; University of Chinese Academy of Sciences",3,7,True
"State Key Laboratory of General Artificial Intelligence, BIGAI; Peking University",3,3,True
"Beijing Key Laboratory of Intelligent Information Technology, School of Computer Science & Technology, Beijing Institute of Technology; State Key Laboratory of General Artificial Intelligence, BIGAI",3,3,True
OpenRLHF,3,2,False
"Harvard University, USA",3,2,False
The Hong Kong University of Science and Technology; The Hong Kong University of Science and Technology (Guangzhou),3,2,True
Inclusion AI; Westlake University,3,1,False
FuriosaAI; Ajou University,3,1,False
"The Conversational Artificial Intelligence (CoAI) Group, Tsinghua University; Zhipu AI",3,2,True
"POSTECH, South Korea",3,7,False
Sber AI; AIRI,3,2,False
"The CoAI Group, Tsinghua University; Microsoft Research",3,1,True
Siemens AG,3,7,False
"School of Artificial Intelligence, Nanjing University; National Key Laboratory for Novel Software Technology, Nanjing University",3,5,True
"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University",3,5,True
Hello Robot Inc.,3,4,False
"The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China",3,11,True
Beihang University; Shanghai Artificial Intelligence Laboratory,3,4,True
"School of Artificial Intelligence, Beijing Normal University",3,2,True
The Hong Kong University of Science and Technology (GZ),3,4,False
Beihang University; Bytedance China,3,1,True
"Independent Researcher, China",3,3,True
Shenzhen University; Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ),3,1,True
The Hebrew University of Jerusalem; IBM Research,3,2,False
"Beihang University, Beijing, China",3,8,True
"School of Informatics, Xiamen University, China",3,3,True
"School of Artificial Intelligence, Jilin University; Engineering Research Center of Knowledge-Driven Human-Machine Intelligence, MOE, China; International Center of Future Science, Jilin University",3,1,True
"School of Artificial Intelligence, Jilin University",3,5,False
University of Wisconsin - Madison,3,10,False
Fudan University; Shanghai Innovation Institute; OpenMOSS Team,3,7,True
Mistral AI,3,3,False
LG AI Research; University of Illinois Chicago,3,1,False
"University of Waterloo; Vector Institute, Toronto",3,4,False
Université Laval,3,4,False
The Hong Kong University of Science and Technology (HKUST),3,4,False
Institute of Science and Technology Austria (ISTA),3,4,False
Sierra,3,8,False
"Komorebi AI Technologies, Madrid, Spain",3,1,False
Mohamed bin Zayed University of AI; Linkoping University,3,1,False
Mila – Quebec AI Institute; Université de Montréal,3,13,False
"Harbin Institute of Technology (Shenzhen), Shenzhen, China",3,13,True
"University of Tübingen, Tübingen AI Center",3,6,False
Patronus AI,3,8,False
"University of Tübingen, Germany",3,3,False
Fuzhou University,3,2,False
GAIR,3,7,False
Indian Institute of Technology Kharagpur,3,9,False
"Indian Institute of Technology Kharagpur, India",3,9,False
University of Tübingen; Tübingen AI Center,3,3,False
"Blavatnik School of Computer Science, Tel Aviv University",3,7,False
Korea Advanced Institute of Science and Technology,3,8,False
Bloomberg,3,14,False
BIGAI; Team CraftJarvis,3,2,False
University of Tsukuba,3,4,False
BluOrion,3,4,False
"Dept. of Comp. Sci. & Tech., BNRist Center, THU-Bosch ML Center, Tsinghua University",3,3,True
University of Toronto; Vector Institute; Snap Inc.,3,1,False
"Paris Research Center, Huawei Technologies, Boulogne-Billancourt, France",3,4,True
"Harbin Institute of Technology, China",3,15,True
The Chinese University of Hong Kong; SmartMore,3,1,True
University of Warsaw,3,5,False
Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI),3,17,False
Shanghai AI Laboratory; Chinese University of Hong Kong,3,2,True
BRIA AI,3,12,False
"Mila, McGill University & Canada CIFAR AI Chair",3,2,False
Shanghai AI Lab; Shanghai Jiaotong University,3,3,True
University of Warwick,3,2,False
"LLM Department, Tencent; The Chinese University of Hong Kong",3,3,True
The Chinese University of Hong Kong; Shanghai AI Laboratory; CPII under InnoHK,3,1,True
"The Pennsylvania State University, University Park, PA, USA",3,7,False
"Harbin Institute of Technology, Harbin, China",3,3,True
Sber AI Lab,3,4,False
"BNRist, Tsinghua University",3,2,True
Parameter Lab,3,1,False
"School of Artificial Intelligence, Shanghai Jiao Tong University; Shanghai Artificial Intelligence Laboratory",3,8,True
"Harbin Institute of Technology, Shenzhen, China; Peng Cheng Laboratory, Shenzhen, China",3,4,True
Bilkent University,3,4,False
Fudan NLP Lab & Fudan Vision and Learning Lab,3,42,True
Shanghai AI Laboratory; Harbin Institute of Technology,3,3,True
"OATML, Department of Computer Science, University of Oxford",3,6,False
Allen Institute for Artificial Intelligence; University of Southern California,3,1,False
The University of Tokyo; Tokyo University of Science,3,1,False
"WeChat AI, Tencent Inc.",3,7,True
"Microsoft Research Asia, China",3,10,True
Nous Research,3,4,False
CSU,3,7,False
Apollo Research,3,7,False
Tencent Inc,3,9,True
Stanford University; Together AI,3,2,False
"Key Laboratory of Multimedia Trusted Perception and Efficient Computing, Ministry of Education of China, Xiamen University",3,7,True
Shanghai AI Laboratory; South China University of Technology,3,1,True
"Key Laboratory of Image Processing and Intelligent Control, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",3,4,True
Microsoft Research; Shanghai Jiao Tong University,3,3,True
NAVER WEBTOON AI,3,5,False
Nvidia Research,3,3,False
CISPA,3,8,False
GenAI at Meta,3,21,False
CUHK(SZ),3,3,False
Western Washington University,3,1,False
"School of Mathematical Sciences, Peking University",3,2,True
HKUST(GZ); Knowin,3,4,False
"University of Oxford, Oxford, UK",3,4,False
"Ant Group, Hangzhou, China",3,17,True
Tencent Hunyuan; ShanghaiTech,3,2,True
CUHK MiuLar Lab,3,2,False
CUHK MMLab; CPII under InnoHK,3,1,False
Skolkovo Institute of Science and Technology; Artificial Intelligence Research Institute,3,3,False
"CFAR, A*STAR",3,3,False
CUHK MMLab; Krea AI,3,1,False
Warsaw University of Technology; IDEAS Research Institute,3,4,False
Tencent Multimodal Department,3,13,True
Pengcheng Laboratory,3,3,False
Liblib AI,3,2,False
Stanford University; University of Illinois Urbana-Champaign,3,1,False
CUHK MMLab; SenseTime Research,3,3,True
CUHK (SZ),3,3,False
"Westlake University, Hangzhou, Zhejiang, China",3,5,True
CUHK MMLab; Shanghai AI Laboratory; CPII under InnoHK,3,1,True
University of Notre Dame; Amazon,3,5,False
"Tianjin University, China",3,5,True
"Peng Cheng Laboratory, Shenzhen, China",3,5,True
Ant Group; Shanghai Jiao Tong University,3,2,True
"CLCG, University of Groningen",3,4,False
"Microsoft Research, Redmond, WA, USA",3,8,False
"Waseda University, Tokyo, Japan",3,2,False
ServiceNow; York University,3,1,False
University of Oulu,3,1,False
Leiden University,3,2,False
"University of Pennsylvania, USA",3,3,False
"Stability AI; SketchX, University of Surrey",2,1,False
"S-Lab, Nanyang Technological University, Singapore 637335",2,5,False
"The Chinese University of Hong Kong; Noah’s Ark Lab, Huawei",2,2,True
Iran University of Science and Technology,2,2,False
EverEx; Yonsei University,2,1,False
"Department of Computer Science, University of Southern California",2,6,False
"Department of Computer Science, University of California, Los Angeles, California, USA",2,3,False
Stability AI; UIUC,2,1,False
"Department of Automation, BNRist, Tsinghua University",2,15,True
Salesforce AI Research; Carnegie Mellon University,2,2,False
Everlyn AI; UCF,2,1,False
